id;date;cheveux;age;exp;salaire;sexe;diplome;specialite;note;dispo;embauche
7578;28/10/2010;brun;22.0;3.0;35225.0;F;licence;geologie;75.72;non;0
7590;16/04/2010;blond;38.0;3.0;40040.0;M;licence;geologie;78.98;non;0
7597;30/04/2013;chatain;39.0;3.0;44321.0;F;licence;detective;74.84;non;0
7631;26/04/2010;brun;44.0;3.0;26294.0;F;licence;detective;63.96;non;1
7632;23/02/2013;brun;57.0;3.0;40381.0;M;licence;geologie;45.38;non;0
7727;17/04/2010;blond;41.0;3.0;25239.0;F;master;detective;119.49;oui;0
7742;16/02/2014;blond;35.0;3.0;32432.0;M;licence;geologie;57.71;non;0
7872;09/04/2011;roux;62.0;3.0;35930.0;M;licence;geologie;74.39;non;0
7924;02/12/2014;roux;32.0;3.0;28016.0;F;bac;forage;93.19;non;0
7934;26/07/2012;chatain;38.0;3.0;32909.0;M;master;geologie;67.99;non;0
7967;27/06/2010;blond;27.0;3.0;34343.0;F;licence;forage;89.69;non;0
8038;15/11/2010;chatain;38.0;3.0;30598.0;F;doctorat;detective;84.63;oui;0
8133;22/09/2012;brun;28.0;3.0;35983.0;M;master;geologie;69.24;oui;1
8315;01/12/2013;blond;35.0;3.0;40658.0;M;bac;geologie;50.55;non;0
8321;24/01/2014;blond;34.0;3.0;43072.0;M;bac;geologie;54.1;non;0
8413;18/01/2011;chatain;59.0;3.0;31833.0;F;doctorat;detective;110.23;oui;0
8426;17/04/2012;chatain;21.0;3.0;29036.0;F;doctorat;forage;108.75;oui;0
8502;24/06/2013;blond;35.0;3.0;34775.0;M;licence;geologie;48.74;non;0
8509;24/10/2010;roux;29.0;3.0;29877.0;F;bac;forage;83.16;non;0
8714;13/09/2014;blond;44.0;3.0;34243.0;M;licence;geologie;71.22;non;0
8721;09/05/2010;blond;23.0;3.0;36914.0;M;licence;detective;80.5;oui;0
8724;02/02/2011;blond;30.0;3.0;32204.0;F;licence;geologie;80.76;non;0
8855;23/06/2011;brun;35.0;3.0;37524.0;F;licence;detective;53.88;non;0
9248;05/06/2014;roux;36.0;3.0;40741.0;M;bac;geologie;62.0;non;0
9362;03/06/2014;blond;37.0;3.0;38835.0;M;licence;geologie;69.83;oui;0
9506;27/08/2014;brun;40.0;3.0;37936.0;M;licence;forage;70.9;non;0
9565;31/08/2013;brun;26.0;3.0;32960.0;M;licence;geologie;72.53;non;1
9608;06/05/2011;blond;41.0;3.0;28734.0;F;licence;geologie;59.08;non;0
9660;18/12/2012;chatain;30.0;3.0;38127.0;M;doctorat;detective;86.96;oui;0
9996;27/08/2012;blond;28.0;3.0;31000.0;F;licence;geologie;94.08;non;0
10035;18/02/2014;brun;40.0;3.0;33625.0;F;licence;geologie;58.27;non;0
10081;23/09/2014;brun;50.0;3.0;30165.0;F;doctorat;detective;111.54;oui;0
10110;19/08/2012;roux;28.0;3.0;41628.0;M;bac;geologie;60.27;non;0
10173;08/02/2012;roux;37.0;3.0;35589.0;M;bac;detective;86.76;oui;0
10265;04/10/2012;chatain;28.0;3.0;32364.0;F;doctorat;detective;79.06;oui;0
10278;27/01/2014;chatain;37.0;3.0;33530.0;F;doctorat;detective;108.63;oui;0
10279;08/04/2010;chatain;52.0;3.0;30582.0;F;licence;geologie;77.75;non;0
10377;28/01/2014;blond;33.0;3.0;37912.0;F;licence;detective;75.04;non;0
10494;20/11/2014;roux;26.0;3.0;25009.0;M;licence;geologie;90.83;non;0
10514;27/09/2013;roux;35.0;3.0;32748.0;M;bac;geologie;63.07;non;0
10548;01/10/2011;brun;37.0;3.0;42448.0;M;licence;geologie;74.36;non;0
10559;12/11/2013;brun;45.0;3.0;28381.0;F;licence;geologie;99.58;non;0
10723;30/04/2012;chatain;42.0;3.0;35775.0;F;licence;geologie;77.26;non;0
10775;06/05/2011;brun;35.0;3.0;31094.0;F;master;archeologie;74.11;non;1
10778;13/12/2014;chatain;36.0;3.0;36915.0;M;doctorat;forage;79.12;oui;0
10804;13/08/2010;brun;39.0;3.0;37887.0;M;master;forage;64.49;oui;0
11086;14/05/2014;chatain;29.0;3.0;29020.0;M;master;forage;67.1;non;1
11280;11/12/2013;blond;27.0;3.0;38496.0;F;bac;detective;61.79;non;0
11382;22/01/2010;brun;45.0;3.0;35017.0;F;master;detective;109.14;oui;0
11499;10/03/2012;brun;32.0;3.0;28241.0;M;master;geologie;83.63;non;0
11551;09/03/2011;chatain;47.0;3.0;38789.0;F;licence;geologie;71.03;non;0
11690;11/10/2013;chatain;31.0;3.0;26521.0;F;master;geologie;74.72;non;0
11729;28/02/2011;blond;44.0;3.0;37458.0;F;licence;detective;93.12;oui;0
11778;05/11/2013;blond;46.0;3.0;31674.0;M;licence;geologie;68.13;non;0
11948;16/06/2014;brun;35.0;3.0;29031.0;F;master;detective;94.21;non;0
11988;06/07/2013;brun;21.0;3.0;33496.0;M;master;forage;74.3;oui;0
12030;13/03/2010;blond;46.0;3.0;30012.0;M;master;geologie;86.2;non;0
12095;06/02/2014;brun;22.0;3.0;34552.0;M;master;geologie;58.39;non;0
12101;14/09/2010;roux;44.0;3.0;38186.0;M;master;geologie;101.07;oui;1
12133;03/07/2014;brun;38.0;3.0;36874.0;M;licence;forage;80.66;non;0
12187;05/08/2010;roux;33.0;3.0;35187.0;M;bac;geologie;59.06;non;0
12280;15/11/2012;brun;29.0;3.0;38652.0;F;licence;geologie;63.48;non;1
12292;10/01/2011;brun;20.0;3.0;31862.0;F;master;geologie;97.8;non;0
12296;17/10/2011;roux;31.0;3.0;31463.0;M;master;forage;97.84;oui;0
12319;02/03/2010;blond;24.0;3.0;37449.0;M;licence;geologie;78.55;non;0
12384;03/01/2014;blond;34.0;3.0;29742.0;F;master;archeologie;106.98;oui;0
12422;12/04/2010;brun;13.0;3.0;33183.0;M;licence;geologie;73.09;non;0
12605;12/01/2012;roux;35.0;3.0;30006.0;M;licence;geologie;69.11;non;0
12725;04/03/2014;brun;22.0;3.0;42592.0;M;licence;detective;49.91;oui;0
12772;10/09/2011;brun;44.0;3.0;38933.0;M;licence;geologie;45.18;non;0
12800;24/01/2011;brun;23.0;3.0;39453.0;M;licence;geologie;67.19;non;0
12809;25/01/2013;roux;37.0;3.0;39520.0;M;licence;geologie;68.84;non;0
12900;26/08/2012;roux;40.0;3.0;39344.0;M;bac;detective;71.12;non;0
13092;24/08/2010;brun;26.0;3.0;34625.0;M;master;forage;63.47;oui;0
13190;23/05/2011;blond;31.0;3.0;37809.0;M;licence;forage;63.38;non;0
13214;30/08/2012;chatain;26.0;3.0;31191.0;F;doctorat;detective;85.48;non;0
13246;12/10/2011;chatain;28.0;3.0;29815.0;F;doctorat;geologie;108.91;non;0
13253;26/03/2012;chatain;48.0;3.0;40620.0;F;master;forage;78.31;non;0
13289;22/08/2011;chatain;41.0;3.0;44882.0;M;bac;geologie;45.36;non;0
13405;17/10/2011;brun;24.0;3.0;41870.0;F;bac;detective;32.16;non;0
13474;06/06/2014;brun;34.0;3.0;34658.0;F;licence;detective;68.17;non;0
13563;29/05/2013;brun;33.0;3.0;31875.0;M;master;geologie;68.09;non;0
13656;16/02/2014;blond;35.0;3.0;36192.0;M;master;geologie;46.22;oui;0
13766;04/08/2013;brun;35.0;3.0;30454.0;F;licence;detective;89.91;non;0
13831;25/01/2014;chatain;37.0;3.0;35645.0;M;doctorat;forage;77.75;oui;0
13833;14/01/2014;blond;42.0;3.0;36135.0;M;bac;geologie;41.17;non;0
13862;11/11/2011;blond;18.0;3.0;39898.0;F;licence;geologie;86.89;oui;1
14019;20/02/2011;brun;46.0;3.0;39316.0;M;master;forage;86.1;oui;0
14029;10/05/2013;chatain;49.0;3.0;42999.0;M;master;detective;71.61;oui;0
14113;29/07/2010;chatain;35.0;3.0;44493.0;F;licence;detective;68.28;oui;0
14238;18/10/2011;chatain;28.0;3.0;32564.0;F;master;geologie;69.0;non;0
14256;27/07/2014;chatain;32.0;3.0;33903.0;F;master;forage;90.57;non;0
14265;15/06/2012;blond;37.0;3.0;35190.0;M;master;detective;86.72;oui;0
14477;03/12/2012;chatain;40.0;3.0;35625.0;M;master;geologie;71.35;non;0
14539;12/02/2011;chatain;39.0;3.0;40969.0;M;master;geologie;74.0;oui;0
14561;09/03/2011;chatain;44.0;3.0;32223.0;F;doctorat;forage;98.25;oui;0
14564;15/11/2012;brun;43.0;3.0;37094.0;F;master;detective;75.17;oui;0
14624;03/10/2013;roux;42.0;3.0;35769.0;F;licence;detective;92.2;oui;0
15019;25/05/2010;brun;44.0;3.0;32253.0;F;master;geologie;88.54;non;0
15020;05/08/2011;blond;28.0;3.0;34538.0;F;licence;detective;69.43;non;0
15086;18/01/2010;blond;35.0;3.0;29293.0;F;master;geologie;92.49;non;0
15121;11/04/2012;roux;30.0;3.0;24614.0;M;bac;geologie;55.98;non;0
15356;08/12/2014;chatain;36.0;3.0;37139.0;M;master;geologie;59.59;non;0
15484;16/06/2010;blond;34.0;3.0;40079.0;M;master;geologie;97.62;oui;1
15617;12/09/2014;chatain;23.0;3.0;30423.0;M;doctorat;forage;95.6;oui;0
15626;16/06/2013;blond;41.0;3.0;26903.0;F;master;detective;102.3;oui;0
15731;05/11/2010;chatain;20.0;3.0;24755.0;F;doctorat;detective;111.61;non;0
15732;06/04/2014;brun;19.0;3.0;33074.0;M;master;geologie;88.75;non;0
15890;19/02/2014;brun;31.0;3.0;33362.0;F;master;archeologie;69.61;non;0
15953;01/04/2013;chatain;28.0;3.0;31983.0;F;doctorat;forage;103.04;oui;0
15992;08/05/2014;chatain;35.0;3.0;28916.0;F;master;forage;88.09;non;0
16016;12/12/2010;brun;32.0;3.0;35948.0;M;;forage;67.17;oui;0
16128;04/08/2011;blond;35.0;3.0;36448.0;M;master;forage;72.19;oui;0
16182;05/12/2014;chatain;51.0;3.0;35213.0;F;master;geologie;62.2;non;0
16188;12/11/2011;blond;62.0;3.0;38787.0;M;master;forage;84.35;oui;0
16250;08/03/2010;roux;47.0;3.0;;M;licence;geologie;100.42;oui;1
16281;13/08/2011;chatain;39.0;3.0;34233.0;M;doctorat;geologie;62.86;oui;1
16430;02/09/2014;brun;35.0;3.0;45529.0;M;bac;detective;34.63;non;0
16506;19/04/2011;brun;27.0;3.0;40543.0;F;licence;geologie;69.4;non;0
16588;03/08/2011;chatain;27.0;3.0;39329.0;M;master;geologie;60.62;oui;0
16713;24/06/2010;chatain;44.0;3.0;31660.0;F;master;detective;74.01;non;0
16718;25/04/2013;roux;41.0;3.0;31920.0;M;licence;forage;70.33;non;0
16756;05/07/2010;brun;22.0;3.0;34875.0;F;bac;archeologie;72.61;non;1
16862;14/09/2012;chatain;31.0;3.0;26368.0;F;master;geologie;103.36;non;0
17005;16/02/2010;chatain;49.0;3.0;39645.0;M;master;geologie;47.25;non;0
17061;26/12/2011;blond;36.0;3.0;33860.0;M;bac;geologie;67.34;non;0
17140;27/09/2013;roux;36.0;3.0;26088.0;M;master;detective;77.38;non;0
17160;10/06/2014;blond;39.0;3.0;39008.0;M;bac;geologie;40.89;non;0
17169;10/05/2010;brun;25.0;3.0;26298.0;F;master;geologie;92.42;non;0
17175;17/10/2011;brun;17.0;3.0;26871.0;M;master;geologie;101.3;non;0
17188;08/02/2013;chatain;47.0;3.0;34165.0;F;master;detective;85.91;non;0
17249;20/09/2011;brun;26.0;3.0;38039.0;M;master;detective;74.11;oui;0
17261;15/02/2013;chatain;41.0;3.0;36009.0;M;;geologie;66.86;oui;1
17412;11/12/2011;brun;13.0;3.0;36107.0;M;licence;geologie;76.46;non;0
17439;20/01/2010;blond;45.0;3.0;20499.0;M;master;geologie;98.83;non;0
17469;19/07/2014;roux;21.0;3.0;36777.0;M;bac;geologie;57.67;non;0
17470;21/09/2014;blond;44.0;3.0;32858.0;F;licence;detective;78.15;non;0
17779;15/12/2012;chatain;53.0;3.0;39840.0;F;licence;archeologie;48.74;non;1
17787;15/02/2012;roux;32.0;3.0;43522.0;M;bac;forage;44.34;non;0
17859;30/05/2012;chatain;25.0;3.0;40983.0;F;master;forage;55.9;non;0
17881;13/07/2012;roux;30.0;3.0;35864.0;M;licence;geologie;47.32;non;0
17960;04/12/2010;chatain;16.0;3.0;44639.0;F;licence;detective;46.23;non;0
18027;07/02/2011;chatain;41.0;3.0;28903.0;F;master;geologie;79.44;non;0
18064;05/05/2013;chatain;36.0;3.0;39297.0;F;bac;archeologie;45.24;non;1
18112;12/04/2010;chatain;28.0;3.0;46405.0;F;bac;geologie;31.79;non;0
18115;05/07/2014;chatain;25.0;3.0;40913.0;F;doctorat;archeologie;79.47;oui;0
18204;07/09/2011;brun;32.0;3.0;36534.0;M;licence;forage;75.23;non;1
18221;30/03/2012;brun;31.0;3.0;47832.0;M;bac;geologie;34.94;non;0
18309;15/01/2013;blond;42.0;3.0;34365.0;M;master;detective;95.64;oui;0
18386;16/04/2014;;74.0;3.0;41158.0;M;bac;archeologie;86.53;non;1
18405;13/02/2011;chatain;38.0;3.0;30349.0;F;master;detective;71.34;non;0
18439;10/07/2011;blond;33.0;3.0;38268.0;M;licence;geologie;73.98;non;0
18577;30/06/2013;chatain;32.0;3.0;24662.0;F;doctorat;detective;93.03;non;0
18582;28/05/2014;brun;44.0;3.0;39674.0;M;bac;geologie;48.93;non;0
18646;09/02/2012;blond;38.0;3.0;33523.0;M;master;geologie;59.98;oui;0
18807;24/08/2012;blond;37.0;3.0;37420.0;M;licence;detective;47.6;non;0
18997;25/10/2013;chatain;36.0;3.0;35825.0;M;master;geologie;66.88;non;0
18998;17/12/2014;chatain;29.0;3.0;35768.0;F;master;archeologie;92.26;oui;0
19008;23/04/2014;roux;51.0;3.0;36535.0;M;master;geologie;93.67;oui;1
19023;07/10/2012;chatain;48.0;3.0;31033.0;F;doctorat;forage;95.23;oui;0
19039;02/04/2013;brun;39.0;3.0;27911.0;F;master;geologie;86.35;non;0
19105;27/06/2011;roux;53.0;3.0;34267.0;M;bac;geologie;44.2;non;0
19110;13/09/2013;blond;38.0;3.0;34803.0;F;licence;detective;92.12;oui;0
19248;14/02/2014;blond;28.0;3.0;33191.0;M;licence;geologie;70.47;non;0
19384;30/10/2011;blond;40.0;3.0;35638.0;F;bac;detective;80.3;non;0
19437;10/06/2014;brun;33.0;3.0;38891.0;M;licence;geologie;70.77;non;0
19831;09/04/2010;brun;13.0;3.0;35692.0;M;doctorat;forage;94.85;oui;0
19852;07/09/2012;chatain;41.0;3.0;32911.0;M;doctorat;detective;;oui;0
19912;11/05/2011;chatain;17.0;3.0;33723.0;F;doctorat;archeologie;97.09;oui;0
19928;27/05/2014;brun;27.0;3.0;29374.0;F;licence;forage;73.52;non;0
19976;07/02/2013;brun;50.0;3.0;34257.0;M;master;geologie;;oui;0
13;25/06/2014;brun;39.0;4.0;30822.0;F;licence;geologie;66.85;non;0
30;21/03/2010;brun;19.0;4.0;39031.0;M;master;geologie;57.48;oui;0
213;23/05/2013;brun;35.0;4.0;41347.0;M;licence;geologie;61.99;non;0
237;03/09/2011;chatain;21.0;4.0;29451.0;F;master;geologie;93.78;non;0
320;22/02/2013;blond;34.0;4.0;29647.0;F;licence;geologie;66.32;non;0
366;27/09/2011;roux;43.0;4.0;31132.0;M;bac;forage;56.44;non;0
416;11/10/2013;chatain;35.0;4.0;37957.0;F;master;geologie;85.85;non;0
440;01/05/2013;brun;18.0;4.0;33875.0;M;licence;geologie;40.61;non;0
486;31/08/2011;chatain;36.0;4.0;37524.0;F;doctorat;detective;81.66;oui;0
517;20/08/2012;brun;39.0;4.0;28370.0;M;doctorat;geologie;79.27;non;0
518;15/04/2012;chatain;12.0;4.0;44770.0;M;licence;geologie;33.61;non;0
531;13/03/2014;brun;19.0;4.0;34449.0;M;master;geologie;85.58;non;0
538;23/06/2012;roux;22.0;4.0;32498.0;M;licence;detective;85.99;oui;0
542;26/10/2012;blond;51.0;4.0;45223.0;M;bac;forage;35.02;oui;0
561;10/09/2010;blond;51.0;4.0;28810.0;M;licence;geologie;75.27;non;0
580;11/09/2010;brun;42.0;4.0;42683.0;M;master;forage;76.56;oui;0
611;05/01/2011;chatain;42.0;4.0;37392.0;F;master;archeologie;80.78;oui;0
625;11/05/2010;brun;28.0;4.0;29599.0;M;master;geologie;71.34;non;0
727;07/12/2010;blond;33.0;4.0;34953.0;F;licence;detective;80.01;non;0
916;08/01/2013;brun;26.0;4.0;41798.0;M;licence;forage;78.0;oui;0
919;21/08/2012;blond;41.0;4.0;36804.0;M;licence;forage;69.24;non;0
978;28/08/2013;brun;17.0;4.0;35285.0;F;master;detective;73.39;oui;0
980;27/09/2014;brun;34.0;4.0;36370.0;M;master;forage;70.31;oui;0
982;21/10/2011;blond;50.0;4.0;43064.0;M;bac;forage;39.48;non;0
1057;01/06/2014;blond;39.0;4.0;25928.0;F;licence;forage;99.77;non;0
1237;30/08/2011;chatain;21.0;4.0;41312.0;M;bac;geologie;27.83;non;0
1349;03/12/2014;brun;34.0;4.0;36754.0;M;licence;geologie;80.5;non;0
1358;21/07/2013;blond;47.0;4.0;34669.0;M;licence;geologie;65.23;non;0
1373;10/06/2014;brun;33.0;4.0;40975.0;M;licence;forage;58.68;oui;0
1462;07/05/2012;roux;35.0;4.0;37626.0;M;licence;archeologie;79.93;oui;0
1507;25/12/2014;chatain;35.0;4.0;37364.0;F;;forage;91.24;oui;0
1517;13/03/2012;blond;59.0;4.0;34784.0;M;bac;geologie;42.87;non;0
1635;29/03/2014;blond;55.0;4.0;26746.0;F;;forage;81.97;non;0
1641;02/09/2011;brun;43.0;4.0;36245.0;M;licence;geologie;48.13;non;0
1686;27/02/2012;blond;16.0;4.0;39362.0;F;bac;detective;72.47;non;0
1694;24/02/2014;blond;35.0;4.0;33447.0;M;bac;geologie;52.21;non;0
1710;04/01/2014;blond;20.0;4.0;39057.0;M;licence;geologie;47.03;non;0
1735;01/06/2011;blond;43.0;4.0;33477.0;M;bac;geologie;45.48;non;0
1794;14/01/2014;blond;33.0;4.0;25953.0;F;licence;geologie;80.39;non;0
1811;25/09/2014;brun;40.0;4.0;44541.0;M;licence;geologie;45.53;non;0
1837;06/12/2010;blond;35.0;4.0;41877.0;M;licence;geologie;44.59;oui;0
1883;14/12/2012;chatain;35.0;4.0;29604.0;F;doctorat;geologie;105.36;non;0
1909;18/06/2013;roux;30.0;4.0;34967.0;M;bac;geologie;56.13;non;0
1931;10/05/2011;brun;35.0;4.0;41029.0;M;licence;detective;59.38;oui;0
1957;07/05/2013;brun;31.0;4.0;38103.0;F;licence;forage;57.72;non;0
1975;09/01/2012;chatain;58.0;4.0;35243.0;M;master;geologie;76.08;non;0
1986;07/06/2013;blond;33.0;4.0;34406.0;M;licence;geologie;62.98;non;0
2047;13/07/2013;blond;40.0;4.0;40076.0;M;licence;forage;52.96;oui;0
2057;12/09/2012;chatain;35.0;4.0;40585.0;M;licence;geologie;54.78;non;0
2062;15/04/2010;brun;48.0;4.0;35800.0;F;master;detective;107.34;oui;0
2094;25/09/2012;roux;29.0;4.0;34765.0;M;bac;geologie;47.42;non;0
2100;22/01/2012;roux;25.0;4.0;33386.0;M;bac;geologie;75.33;non;0
2137;08/08/2010;blond;27.0;4.0;28223.0;M;master;geologie;72.45;non;0
2138;05/11/2010;blond;33.0;4.0;32268.0;F;bac;geologie;85.35;non;0
2223;02/12/2011;chatain;29.0;4.0;33986.0;F;master;forage;85.88;non;0
2263;11/04/2011;brun;21.0;4.0;36507.0;M;master;forage;90.53;oui;0
2294;22/01/2012;blond;43.0;4.0;32563.0;F;bac;forage;80.25;non;0
2381;24/08/2014;blond;45.0;4.0;35313.0;M;licence;geologie;59.92;non;0
2385;11/03/2011;chatain;36.0;4.0;27747.0;F;master;geologie;88.08;non;0
2535;12/07/2011;blond;26.0;4.0;32922.0;M;licence;forage;80.33;non;0
2561;09/10/2014;blond;43.0;4.0;32536.0;M;licence;geologie;71.5;non;0
2567;21/03/2011;blond;43.0;4.0;30891.0;M;licence;geologie;84.52;non;0
2700;27/08/2010;brun;42.0;4.0;32345.0;M;licence;geologie;70.85;non;0
2771;08/03/2011;brun;48.0;4.0;33224.0;M;master;forage;71.12;oui;0
2783;11/04/2012;chatain;35.0;4.0;30829.0;F;master;forage;85.8;non;0
2836;15/08/2014;brun;40.0;4.0;35781.0;M;licence;geologie;63.24;non;0
2857;21/11/2012;chatain;28.0;4.0;31760.0;F;doctorat;forage;93.55;oui;0
2900;26/11/2012;brun;22.0;4.0;33334.0;M;master;forage;91.53;oui;0
2906;15/05/2011;brun;38.0;4.0;35061.0;F;master;geologie;70.74;non;1
2932;24/01/2010;blond;35.0;4.0;36174.0;M;master;geologie;77.8;oui;0
3052;06/05/2012;blond;27.0;4.0;32548.0;M;master;geologie;93.2;oui;1
3055;17/07/2014;chatain;31.0;4.0;;F;licence;detective;54.71;non;0
3065;14/11/2013;chatain;28.0;4.0;35947.0;M;master;forage;70.07;oui;0
3094;14/06/2012;chatain;50.0;4.0;31421.0;M;master;forage;60.98;non;1
3192;18/10/2010;roux;28.0;4.0;28656.0;M;licence;geologie;88.6;non;0
3196;30/10/2014;blond;58.0;4.0;19242.0;M;doctorat;geologie;106.32;non;0
3232;04/02/2012;brun;30.0;4.0;35225.0;M;master;geologie;85.35;non;0
3238;26/06/2011;chatain;38.0;4.0;43693.0;F;bac;geologie;27.86;non;0
3276;23/01/2012;chatain;25.0;4.0;39361.0;F;licence;detective;60.5;non;0
3314;20/05/2014;blond;21.0;4.0;29069.0;F;licence;geologie;88.11;non;0
3339;28/12/2010;roux;37.0;4.0;29719.0;M;licence;geologie;90.38;non;0
3396;24/08/2011;chatain;37.0;4.0;38087.0;M;licence;geologie;60.71;non;0
3415;29/01/2011;blond;35.0;4.0;37816.0;M;licence;forage;67.98;oui;0
3505;15/08/2010;brun;34.0;4.0;32561.0;M;master;forage;77.04;non;1
3555;15/02/2011;blond;40.0;4.0;32608.0;M;master;detective;90.17;oui;0
3558;08/04/2014;brun;34.0;4.0;35761.0;M;master;geologie;80.48;non;0
3628;11/04/2014;chatain;45.0;4.0;32055.0;M;doctorat;geologie;69.18;non;0
3634;27/03/2014;blond;42.0;4.0;39664.0;M;master;geologie;82.11;oui;1
3644;27/03/2012;chatain;53.0;4.0;35105.0;F;doctorat;detective;88.96;oui;0
3683;25/07/2010;blond;28.0;4.0;26745.0;M;master;geologie;96.22;non;0
3715;16/05/2010;chatain;44.0;4.0;32096.0;F;master;forage;84.27;non;0
3784;09/10/2011;roux;47.0;4.0;33725.0;M;bac;geologie;70.98;non;0
3809;30/08/2014;blond;28.0;4.0;40786.0;M;bac;geologie;32.54;non;0
3810;22/12/2014;blond;32.0;4.0;32887.0;M;licence;geologie;71.82;non;0
3961;02/02/2013;brun;26.0;4.0;42312.0;M;licence;forage;66.36;non;0
3974;23/01/2013;roux;43.0;4.0;34870.0;M;master;geologie;84.67;oui;0
4006;22/04/2012;chatain;38.0;4.0;33416.0;M;master;geologie;68.83;non;1
4013;05/10/2014;brun;14.0;4.0;37936.0;M;master;geologie;82.7;oui;0
4049;30/12/2011;roux;32.0;4.0;30693.0;M;licence;geologie;70.02;non;0
4081;19/11/2012;chatain;19.0;4.0;45118.0;F;bac;geologie;62.13;non;0
4089;13/06/2010;brun;39.0;4.0;42120.0;M;master;forage;70.12;oui;0
4095;31/03/2013;blond;37.0;4.0;28467.0;M;master;geologie;69.8;non;0
4104;13/10/2012;roux;44.0;4.0;34614.0;M;licence;geologie;66.17;non;0
4146;25/11/2012;brun;23.0;4.0;41941.0;M;bac;geologie;41.42;non;0
4180;23/06/2011;blond;36.0;4.0;35442.0;M;licence;geologie;72.52;non;0
4302;06/11/2010;chatain;32.0;4.0;37382.0;F;master;archeologie;85.09;oui;0
4330;17/04/2010;brun;39.0;4.0;30255.0;F;master;geologie;84.31;non;0
4336;18/11/2010;blond;35.0;4.0;34574.0;F;licence;archeologie;60.65;oui;0
4383;14/07/2012;brun;36.0;4.0;35424.0;M;licence;geologie;61.06;non;0
4391;02/03/2010;chatain;26.0;4.0;33378.0;F;;detective;76.18;oui;0
4397;06/08/2011;brun;37.0;4.0;41453.0;M;licence;geologie;64.16;non;0
4400;27/09/2014;chatain;30.0;4.0;40969.0;F;licence;forage;48.92;non;0
4472;28/07/2013;brun;53.0;4.0;34175.0;M;master;geologie;69.15;oui;0
4526;12/10/2010;chatain;35.0;4.0;39192.0;F;master;detective;57.48;non;0
4589;15/01/2012;brun;31.0;4.0;32041.0;M;master;geologie;72.73;non;1
4616;29/01/2012;chatain;32.0;4.0;39133.0;F;master;geologie;86.88;oui;0
4690;11/07/2010;blond;25.0;4.0;31944.0;M;licence;forage;71.28;non;0
4829;09/05/2014;chatain;20.0;4.0;28290.0;F;master;detective;96.02;non;0
4933;24/04/2013;chatain;37.0;4.0;34208.0;F;master;;87.67;non;0
4964;04/04/2010;blond;49.0;4.0;28211.0;F;master;forage;100.1;non;0
4978;23/10/2012;brun;38.0;4.0;42499.0;M;licence;detective;59.09;oui;0
4997;22/01/2012;blond;20.0;4.0;46248.0;M;licence;forage;84.03;oui;1
5018;22/12/2012;chatain;35.0;4.0;34319.0;F;master;geologie;83.91;non;0
5032;21/09/2010;chatain;40.0;4.0;29281.0;M;doctorat;detective;85.02;oui;0
5033;21/08/2012;chatain;52.0;4.0;31608.0;F;;geologie;52.14;non;1
5037;06/01/2010;blond;39.0;4.0;44458.0;M;licence;detective;98.03;oui;1
5064;20/06/2013;chatain;55.0;4.0;36751.0;M;master;forage;74.47;non;0
5102;15/05/2013;brun;36.0;4.0;34591.0;F;master;detective;89.71;oui;0
5127;03/02/2012;brun;37.0;4.0;36773.0;F;licence;forage;60.35;non;0
5136;16/02/2014;chatain;30.0;4.0;26162.0;F;master;detective;39.96;non;1
5151;17/07/2012;roux;33.0;4.0;32418.0;M;master;geologie;99.28;oui;1
5215;15/11/2014;roux;35.0;4.0;38348.0;M;bac;geologie;66.47;non;0
5239;04/01/2013;chatain;28.0;4.0;31412.0;M;master;geologie;84.38;non;0
5288;24/05/2012;blond;36.0;4.0;33200.0;F;bac;geologie;65.75;non;0
5371;07/07/2012;brun;48.0;4.0;44896.0;M;bac;geologie;44.53;non;0
5383;01/10/2010;chatain;36.0;4.0;33180.0;M;master;forage;78.84;oui;0
5424;05/07/2013;brun;51.0;4.0;32443.0;F;licence;detective;92.5;non;0
5522;24/05/2013;chatain;25.0;4.0;37223.0;F;master;archeologie;69.64;non;0
5523;12/11/2014;chatain;28.0;4.0;33976.0;M;master;geologie;77.94;oui;0
5550;23/03/2013;brun;21.0;4.0;32974.0;M;master;geologie;91.35;oui;0
5589;29/02/2012;chatain;18.0;4.0;27454.0;F;master;;71.74;non;1
5658;10/10/2014;blond;31.0;4.0;37721.0;M;bac;geologie;71.99;non;0
5690;27/12/2010;chatain;39.0;4.0;28273.0;M;master;geologie;85.68;non;0
5737;17/09/2014;chatain;32.0;4.0;32202.0;M;doctorat;geologie;76.72;non;0
5747;15/06/2013;chatain;13.0;4.0;38487.0;F;doctorat;archeologie;107.81;oui;0
5771;09/05/2013;chatain;45.0;4.0;36290.0;F;master;forage;73.42;oui;0
5791;19/01/2014;roux;24.0;4.0;30881.0;M;licence;forage;74.01;non;0
5901;12/12/2014;brun;27.0;4.0;33589.0;M;licence;geologie;71.52;non;1
5933;15/03/2014;blond;32.0;4.0;35254.0;M;licence;geologie;89.55;oui;1
5999;01/07/2014;chatain;28.0;4.0;28464.0;M;master;detective;71.79;non;1
6113;23/10/2010;chatain;35.0;4.0;35830.0;M;doctorat;geologie;57.4;oui;0
6146;21/01/2010;chatain;28.0;4.0;26495.0;F;master;geologie;82.47;non;0
6148;29/10/2013;roux;45.0;4.0;34027.0;F;licence;detective;77.85;non;0
6181;26/08/2012;brun;46.0;4.0;27500.0;M;doctorat;detective;87.46;oui;0
