id;age;job;marital;education;default;housing;loan;contact;month;day_of_week;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed
28833;44;admin.;single;high.school;no;yes;no;cellular;apr;thu;2;999;1;failure;-1.8;93.075;-47.1;1.41;5099.1
23058;46;admin.;married;basic.9y;no;no;no;cellular;aug;tue;4;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1
13317;37;blue-collar;married;basic.6y;unknown;no;no;cellular;jul;wed;1;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1
36150;32;admin.;single;university.degree;no;yes;no;telephone;may;wed;1;999;0;nonexistent;-1.8;92.893;-46.2;1.27;5099.1
10116;43;management;married;high.school;no;yes;no;telephone;jun;thu;1;999;0;nonexistent;1.4;94.465;-41.8;4.958;5228.1
35066;37;services;married;high.school;no;yes;no;telephone;may;fri;1;999;1;failure;-1.8;92.893;-46.2;1.25;5099.1
9327;37;unemployed;married;basic.9y;no;no;no;telephone;jun;fri;2;999;0;nonexistent;1.4;94.465;-41.8;4.967;5228.1
1728;36;unemployed;single;basic.4y;unknown;no;no;telephone;may;fri;1;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191.0
8268;38;admin.;married;basic.9y;no;no;yes;telephone;jun;tue;4;999;0;nonexistent;1.4;94.465;-41.8;4.864;5228.1
35036;32;entrepreneur;married;university.degree;no;unknown;unknown;cellular;may;fri;1;999;0;nonexistent;-1.8;92.893;-46.2;1.25;5099.1
41091;31;admin.;single;university.degree;no;yes;no;cellular;nov;wed;1;999;0;nonexistent;-1.1;94.767;-50.8;1.048;4963.6
33647;34;services;divorced;basic.6y;unknown;unknown;unknown;cellular;may;wed;2;999;0;nonexistent;-1.8;92.893;-46.2;1.281;5099.1
16996;50;management;married;university.degree;unknown;unknown;unknown;cellular;jul;thu;2;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1
41079;51;services;married;high.school;no;yes;no;cellular;nov;mon;3;6;3;success;-1.1;94.767;-50.8;1.05;4963.6
24165;38;technician;married;professional.course;no;no;no;cellular;nov;mon;1;999;0;nonexistent;-0.1;93.2;-42.0;4.191;5195.8
5208;35;blue-collar;married;professional.course;no;yes;yes;telephone;may;fri;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
726;38;admin.;married;high.school;no;no;no;telephone;may;tue;4;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
21585;40;admin.;married;high.school;no;no;no;cellular;aug;tue;1;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1
14502;46;technician;divorced;professional.course;no;no;no;cellular;jul;tue;4;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1
25893;48;services;divorced;basic.4y;no;no;no;cellular;nov;wed;1;999;0;nonexistent;-0.1;93.2;-42.0;4.12;5195.8
25779;31;services;married;high.school;unknown;yes;no;cellular;nov;wed;1;999;1;failure;-0.1;93.2;-42.0;4.12;5195.8
230;39;admin.;married;professional.course;no;yes;no;telephone;may;mon;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
19306;31;technician;single;high.school;no;yes;no;cellular;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.967;5228.1
25684;34;services;single;high.school;no;yes;no;cellular;nov;wed;2;999;1;failure;-0.1;93.2;-42.0;4.12;5195.8
14352;51;housemaid;married;university.degree;no;no;no;cellular;jul;mon;3;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1
8623;48;blue-collar;married;basic.9y;no;yes;no;telephone;jun;wed;2;999;0;nonexistent;1.4;94.465;-41.8;4.864;5228.1
4109;29;technician;single;university.degree;no;unknown;unknown;telephone;may;mon;1;999;0;nonexistent;1.1;93.994;-36.4;4.858;5191.0
24054;33;admin.;married;university.degree;no;no;no;telephone;oct;wed;1;999;0;nonexistent;-0.1;93.798;-40.4;4.827;5195.8
2107;30;technician;single;professional.course;no;no;no;telephone;may;mon;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
23388;54;housemaid;married;basic.4y;unknown;yes;no;cellular;aug;wed;3;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1
16933;50;blue-collar;divorced;basic.4y;no;no;no;cellular;jul;thu;5;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1
9266;45;unemployed;married;basic.4y;no;yes;yes;telephone;jun;fri;1;999;0;nonexistent;1.4;94.465;-41.8;4.967;5228.1
5877;47;technician;single;university.degree;unknown;yes;yes;telephone;may;mon;6;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
954;36;housemaid;divorced;basic.9y;unknown;no;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0
33240;32;entrepreneur;married;high.school;no;unknown;unknown;cellular;may;tue;1;999;0;nonexistent;-1.8;92.893;-46.2;1.291;5099.1
9510;33;admin.;married;university.degree;no;no;yes;telephone;jun;mon;1;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1
25970;49;management;married;university.degree;no;no;no;cellular;nov;wed;2;999;0;nonexistent;-0.1;93.2;-42.0;4.12;5195.8
12771;57;admin.;married;professional.course;no;yes;no;cellular;jul;tue;1;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1
37889;52;admin.;married;unknown;no;no;no;telephone;sep;tue;5;999;0;nonexistent;-3.4;92.379;-29.8;0.819;5017.5
31896;54;admin.;married;high.school;no;yes;no;cellular;may;thu;1;999;0;nonexistent;-1.8;92.893;-46.2;1.327;5099.1
4070;35;services;married;professional.course;unknown;yes;yes;telephone;may;mon;2;999;0;nonexistent;1.1;93.994;-36.4;4.858;5191.0
7443;35;blue-collar;divorced;basic.9y;no;yes;no;telephone;may;fri;1;999;0;nonexistent;1.1;93.994;-36.4;4.864;5191.0
19888;34;technician;married;professional.course;no;no;no;cellular;aug;fri;1;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1
20100;41;self-employed;married;professional.course;no;no;no;cellular;aug;mon;1;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1
35216;37;admin.;divorced;high.school;no;yes;yes;cellular;may;fri;2;999;0;nonexistent;-1.8;92.893;-46.2;1.25;5099.1
11322;46;entrepreneur;married;university.degree;unknown;yes;no;telephone;jun;thu;2;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1
30848;32;management;divorced;university.degree;no;yes;no;cellular;may;tue;1;999;0;nonexistent;-1.8;92.893;-46.2;1.344;5099.1
9610;41;blue-collar;single;basic.9y;no;no;no;telephone;jun;mon;2;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1
16907;40;entrepreneur;divorced;unknown;no;no;yes;cellular;jul;thu;2;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1
15651;36;self-employed;single;university.degree;no;no;no;cellular;jul;mon;1;999;0;nonexistent;1.4;93.918;-42.7;4.96;5228.1
3272;53;unemployed;divorced;basic.9y;unknown;no;no;telephone;may;thu;2;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0
22380;36;admin.;married;university.degree;unknown;yes;yes;cellular;aug;fri;1;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1
21723;47;blue-collar;married;basic.6y;no;yes;no;cellular;aug;tue;2;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1
11112;39;technician;single;professional.course;unknown;no;no;telephone;jun;thu;1;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1
13565;29;student;single;university.degree;no;yes;no;cellular;jul;thu;1;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1
31132;46;blue-collar;married;basic.6y;unknown;no;no;cellular;may;wed;1;999;0;nonexistent;-1.8;92.893;-46.2;1.334;5099.1
29272;28;services;married;high.school;no;no;no;cellular;apr;fri;3;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1
6197;31;technician;married;professional.course;no;no;no;telephone;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
16466;24;services;single;basic.9y;no;no;no;cellular;jul;wed;1;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1
4035;52;technician;divorced;basic.9y;no;yes;yes;telephone;may;mon;1;999;0;nonexistent;1.1;93.994;-36.4;4.858;5191.0
23308;60;retired;married;professional.course;no;no;no;cellular;aug;wed;1;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1
10558;42;services;married;high.school;unknown;no;yes;telephone;jun;tue;3;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1
23007;55;retired;married;high.school;no;yes;no;cellular;aug;tue;4;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1
5125;30;management;divorced;university.degree;no;no;yes;telephone;may;fri;4;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
27713;70;retired;divorced;basic.4y;no;yes;no;cellular;mar;mon;3;999;0;nonexistent;-1.8;92.843;-50.0;1.811;5099.1
28349;39;services;married;basic.9y;unknown;yes;yes;telephone;apr;wed;2;999;0;nonexistent;-1.8;93.075;-47.1;1.445;5099.1
352;38;management;married;university.degree;no;no;no;telephone;may;mon;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
8753;37;blue-collar;married;professional.course;no;yes;no;telephone;jun;thu;1;999;0;nonexistent;1.4;94.465;-41.8;4.866;5228.1
21037;35;technician;single;professional.course;no;yes;yes;cellular;aug;thu;1;999;0;nonexistent;1.4;93.444;-36.1;4.964;5228.1
12080;59;technician;divorced;basic.4y;no;yes;no;telephone;jun;fri;2;999;0;nonexistent;1.4;94.465;-41.8;4.947;5228.1
29997;34;admin.;divorced;high.school;no;no;no;cellular;apr;tue;1;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1
17285;52;blue-collar;married;basic.9y;unknown;no;yes;cellular;jul;fri;3;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1
16722;29;self-employed;married;professional.course;unknown;yes;yes;cellular;jul;wed;2;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1
23212;42;management;married;university.degree;no;no;yes;cellular;aug;tue;3;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1
23579;37;admin.;married;university.degree;unknown;no;yes;cellular;aug;thu;1;999;0;nonexistent;1.4;93.444;-36.1;4.962;5228.1
37072;36;technician;married;professional.course;no;yes;no;cellular;jul;wed;3;999;0;nonexistent;-2.9;92.469;-33.6;1.029;5076.2
34880;39;blue-collar;single;unknown;no;yes;yes;cellular;may;fri;3;999;0;nonexistent;-1.8;92.893;-46.2;1.25;5099.1
25816;30;services;married;high.school;no;no;no;cellular;nov;wed;1;999;0;nonexistent;-0.1;93.2;-42.0;4.12;5195.8
9280;37;entrepreneur;married;university.degree;unknown;yes;no;telephone;jun;fri;8;999;0;nonexistent;1.4;94.465;-41.8;4.967;5228.1
12494;37;services;divorced;high.school;no;unknown;unknown;cellular;jul;mon;1;999;0;nonexistent;1.4;93.918;-42.7;4.96;5228.1
7215;44;blue-collar;divorced;basic.6y;unknown;yes;no;telephone;may;thu;2;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0
11316;35;blue-collar;single;basic.4y;no;yes;no;telephone;jun;thu;1;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1
38235;29;unemployed;divorced;high.school;no;no;no;cellular;oct;mon;2;999;0;nonexistent;-3.4;92.431;-26.9;0.743;5017.5
1165;52;unknown;married;basic.4y;no;no;no;telephone;may;thu;1;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191.0
36726;25;technician;single;basic.9y;no;no;no;telephone;jun;fri;2;999;0;nonexistent;-2.9;92.963;-40.8;1.268;5076.2
18555;28;services;married;high.school;no;no;yes;telephone;jul;thu;1;999;0;nonexistent;1.4;93.918;-42.7;4.968;5228.1
28476;24;services;single;high.school;no;yes;no;cellular;apr;tue;1;999;0;nonexistent;-1.8;93.075;-47.1;1.423;5099.1
37832;46;self-employed;married;university.degree;no;yes;no;cellular;aug;thu;2;999;0;nonexistent;-2.9;92.201;-31.4;0.829;5076.2
4571;33;technician;married;university.degree;unknown;yes;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0
10376;35;admin.;married;professional.course;no;no;no;telephone;jun;mon;1;999;0;nonexistent;1.4;94.465;-41.8;4.96;5228.1
26421;33;blue-collar;divorced;basic.9y;no;yes;no;cellular;nov;thu;1;999;0;nonexistent;-0.1;93.2;-42.0;4.076;5195.8
10439;28;admin.;married;university.degree;no;yes;no;telephone;jun;mon;2;999;0;nonexistent;1.4;94.465;-41.8;4.96;5228.1
21309;38;admin.;single;university.degree;no;yes;no;cellular;aug;mon;5;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1
30658;33;management;married;university.degree;no;yes;no;cellular;may;tue;6;999;0;nonexistent;-1.8;92.893;-46.2;1.344;5099.1
3375;28;student;single;basic.4y;no;no;no;telephone;may;thu;8;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0
4857;35;technician;married;professional.course;no;no;no;telephone;may;wed;1;999;0;nonexistent;1.1;93.994;-36.4;4.858;5191.0
30924;47;blue-collar;single;basic.4y;unknown;no;no;cellular;may;tue;4;999;1;failure;-1.8;92.893;-46.2;1.344;5099.1
37342;27;admin.;single;university.degree;no;yes;no;cellular;aug;tue;1;999;0;nonexistent;-2.9;92.201;-31.4;0.883;5076.2
14697;33;admin.;single;high.school;no;yes;no;cellular;jul;tue;5;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1
17504;43;services;married;basic.6y;unknown;yes;yes;cellular;jul;mon;5;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1
4944;56;technician;married;high.school;no;yes;no;telephone;may;wed;14;999;0;nonexistent;1.1;93.994;-36.4;4.858;5191.0
17531;40;blue-collar;married;professional.course;no;no;no;cellular;jul;mon;2;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1
7460;42;unemployed;divorced;high.school;no;no;no;telephone;may;fri;2;999;0;nonexistent;1.1;93.994;-36.4;4.864;5191.0
17547;53;management;married;unknown;no;yes;yes;cellular;jul;mon;9;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1
26631;41;admin.;divorced;university.degree;no;yes;no;cellular;nov;thu;1;999;0;nonexistent;-0.1;93.2;-42.0;4.076;5195.8
8151;30;technician;single;university.degree;no;no;no;telephone;jun;tue;1;999;0;nonexistent;1.4;94.465;-41.8;4.864;5228.1
28667;43;services;married;high.school;no;no;no;cellular;apr;thu;1;999;1;failure;-1.8;93.075;-47.1;1.41;5099.1
1497;39;blue-collar;married;basic.9y;unknown;no;no;telephone;may;thu;2;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191.0
16408;28;admin.;single;high.school;no;no;no;cellular;jul;wed;1;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1
10926;26;blue-collar;married;basic.4y;no;no;no;telephone;jun;wed;1;999;0;nonexistent;1.4;94.465;-41.8;4.962;5228.1
18841;58;blue-collar;married;basic.9y;no;yes;no;cellular;aug;mon;1;999;0;nonexistent;1.4;93.444;-36.1;4.97;5228.1
3378;58;retired;divorced;university.degree;no;yes;no;telephone;may;thu;2;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0
32743;48;admin.;divorced;basic.4y;no;yes;no;cellular;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1
25624;34;admin.;single;university.degree;no;yes;no;cellular;nov;wed;1;999;0;nonexistent;-0.1;93.2;-42.0;4.12;5195.8
40053;55;admin.;married;high.school;no;no;no;telephone;jul;wed;1;9;1;success;-1.7;94.215;-40.3;0.802;4991.6
28235;46;services;married;unknown;no;yes;no;cellular;apr;tue;3;999;1;failure;-1.8;93.075;-47.1;1.453;5099.1
25952;36;admin.;single;university.degree;no;no;no;cellular;nov;wed;1;999;0;nonexistent;-0.1;93.2;-42.0;4.12;5195.8
2841;29;blue-collar;married;professional.course;no;yes;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191.0
37965;31;admin.;single;university.degree;no;yes;no;cellular;sep;fri;7;999;0;nonexistent;-3.4;92.379;-29.8;0.803;5017.5
807;56;entrepreneur;married;university.degree;unknown;yes;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0
6280;30;self-employed;married;basic.9y;no;no;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
23100;41;technician;single;professional.course;no;unknown;unknown;cellular;aug;tue;1;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1
33771;34;admin.;married;university.degree;no;yes;no;cellular;may;wed;1;999;0;nonexistent;-1.8;92.893;-46.2;1.281;5099.1
18657;32;technician;married;university.degree;no;yes;no;cellular;jul;thu;6;999;0;nonexistent;1.4;93.918;-42.7;4.968;5228.1
20641;44;technician;divorced;professional.course;no;no;no;cellular;aug;wed;2;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1
33744;42;blue-collar;divorced;basic.6y;no;no;no;cellular;may;wed;1;999;0;nonexistent;-1.8;92.893;-46.2;1.281;5099.1
5936;38;blue-collar;single;high.school;no;no;no;telephone;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
7267;48;services;married;high.school;no;yes;no;telephone;may;thu;2;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0
21110;32;technician;married;professional.course;no;yes;no;cellular;aug;mon;5;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1
25546;36;admin.;single;university.degree;no;no;no;cellular;nov;wed;1;999;1;failure;-0.1;93.2;-42.0;4.12;5195.8
31760;49;blue-collar;married;basic.9y;no;yes;no;cellular;may;thu;1;999;1;failure;-1.8;92.893;-46.2;1.327;5099.1
26623;31;admin.;married;university.degree;no;no;no;cellular;nov;thu;1;999;0;nonexistent;-0.1;93.2;-42.0;4.076;5195.8
32444;38;admin.;married;high.school;no;no;no;cellular;may;fri;2;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1
33407;37;technician;single;university.degree;no;yes;no;cellular;may;tue;1;999;1;failure;-1.8;92.893;-46.2;1.291;5099.1
4856;33;admin.;married;university.degree;no;yes;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.858;5191.0
38031;32;student;married;high.school;no;no;no;telephone;sep;wed;5;999;0;nonexistent;-3.4;92.379;-29.8;0.781;5017.5
4367;56;management;married;unknown;no;yes;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0
12115;28;management;married;university.degree;no;no;no;telephone;jun;mon;4;999;0;nonexistent;1.4;94.465;-41.8;4.947;5228.1
16886;53;unknown;single;unknown;no;yes;no;cellular;jul;thu;1;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1
15716;36;blue-collar;single;basic.9y;unknown;no;no;cellular;jul;mon;10;999;0;nonexistent;1.4;93.918;-42.7;4.96;5228.1
1418;49;admin.;married;high.school;no;no;yes;telephone;may;thu;3;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191.0
16976;27;services;single;high.school;no;no;no;telephone;jul;thu;14;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1
39187;38;technician;single;high.school;no;no;no;cellular;mar;fri;3;17;3;failure;-1.8;93.369;-34.8;0.653;5008.7
11643;59;retired;married;professional.course;unknown;yes;no;telephone;jun;fri;4;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1
39780;47;admin.;single;university.degree;no;yes;no;cellular;jun;tue;1;999;4;failure;-1.7;94.055;-39.8;0.702;4991.6
35876;29;admin.;unknown;university.degree;no;no;no;cellular;may;fri;2;999;1;failure;-1.8;92.893;-46.2;1.259;5099.1
32460;29;services;married;basic.9y;no;no;yes;cellular;may;fri;2;999;0;nonexistent;-1.8;92.893;-46.2;1.313;5099.1
21537;32;admin.;single;university.degree;no;yes;no;cellular;aug;tue;2;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1
26241;33;services;single;high.school;no;yes;no;cellular;nov;thu;1;999;0;nonexistent;-0.1;93.2;-42.0;4.076;5195.8
10830;30;admin.;married;university.degree;no;no;yes;telephone;jun;wed;1;999;0;nonexistent;1.4;94.465;-41.8;4.962;5228.1
31589;36;blue-collar;married;unknown;no;yes;no;cellular;may;thu;1;999;0;nonexistent;-1.8;92.893;-46.2;1.327;5099.1
33494;24;admin.;single;high.school;unknown;no;no;telephone;may;tue;6;999;1;failure;-1.8;92.893;-46.2;1.291;5099.1
33349;33;housemaid;married;basic.9y;no;yes;no;cellular;may;tue;2;999;1;failure;-1.8;92.893;-46.2;1.291;5099.1
9011;47;blue-collar;married;basic.4y;unknown;yes;no;telephone;jun;thu;5;999;0;nonexistent;1.4;94.465;-41.8;4.866;5228.1
2258;60;technician;divorced;professional.course;unknown;yes;no;telephone;may;tue;3;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0
35643;33;unemployed;married;basic.4y;no;no;no;cellular;may;mon;1;999;1;failure;-1.8;92.893;-46.2;1.244;5099.1
10768;43;blue-collar;married;basic.6y;no;yes;no;telephone;jun;tue;4;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1
12173;38;blue-collar;married;basic.9y;no;unknown;unknown;telephone;jul;tue;2;999;0;nonexistent;1.4;93.918;-42.7;4.955;5228.1
2314;33;technician;divorced;professional.course;no;no;no;telephone;may;tue;6;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0
29720;43;blue-collar;married;basic.4y;no;yes;no;cellular;apr;mon;1;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1
39272;33;admin.;single;university.degree;no;no;no;cellular;mar;mon;1;6;2;success;-1.8;93.369;-34.8;0.646;5008.7
30289;47;blue-collar;single;basic.6y;no;no;no;cellular;apr;thu;1;999;0;nonexistent;-1.8;93.075;-47.1;1.365;5099.1
32650;36;blue-collar;married;basic.6y;no;yes;no;cellular;may;mon;1;999;0;nonexistent;-1.8;92.893;-46.2;1.299;5099.1
10311;47;services;married;unknown;unknown;no;no;telephone;jun;mon;2;999;0;nonexistent;1.4;94.465;-41.8;4.96;5228.1
2148;55;blue-collar;married;basic.4y;unknown;yes;no;telephone;may;mon;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
9492;34;blue-collar;married;basic.6y;unknown;no;no;telephone;jun;mon;1;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1
26600;41;blue-collar;married;basic.4y;no;yes;no;cellular;nov;thu;2;999;0;nonexistent;-0.1;93.2;-42.0;4.076;5195.8
20359;52;housemaid;married;basic.6y;no;yes;no;cellular;aug;tue;1;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1
31575;30;services;single;high.school;no;yes;no;cellular;may;thu;1;999;0;nonexistent;-1.8;92.893;-46.2;1.327;5099.1
34329;26;admin.;single;high.school;unknown;no;no;cellular;may;thu;3;999;0;nonexistent;-1.8;92.893;-46.2;1.266;5099.1
29581;30;blue-collar;married;basic.4y;no;no;no;cellular;apr;mon;5;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1
8338;30;admin.;single;high.school;unknown;no;no;telephone;jun;tue;2;999;0;nonexistent;1.4;94.465;-41.8;4.864;5228.1
3335;38;admin.;divorced;high.school;no;no;no;telephone;may;thu;1;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0
28129;37;technician;divorced;basic.9y;no;yes;no;cellular;apr;mon;1;999;1;failure;-1.8;93.075;-47.1;1.466;5099.1
41012;65;retired;married;high.school;no;yes;no;cellular;oct;thu;5;3;1;success;-1.1;94.601;-49.5;1.025;4963.6
9030;38;entrepreneur;married;university.degree;no;no;no;telephone;jun;thu;3;999;0;nonexistent;1.4;94.465;-41.8;4.866;5228.1
5651;35;student;single;high.school;no;yes;yes;telephone;may;mon;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
3493;32;admin.;married;university.degree;no;no;no;telephone;may;thu;3;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0
28360;20;student;single;high.school;no;yes;no;cellular;apr;thu;4;999;1;failure;-1.8;93.075;-47.1;1.435;5099.1
250;40;technician;divorced;professional.course;no;no;no;telephone;may;mon;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
31717;31;technician;married;professional.course;no;yes;no;cellular;may;thu;1;999;0;nonexistent;-1.8;92.893;-46.2;1.327;5099.1
2586;48;blue-collar;married;basic.4y;no;no;no;telephone;may;tue;2;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0
16654;42;self-employed;married;university.degree;no;no;no;cellular;jul;wed;1;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1
13010;33;blue-collar;single;basic.9y;no;yes;no;cellular;jul;tue;3;999;0;nonexistent;1.4;93.918;-42.7;4.962;5228.1
18539;60;retired;married;basic.6y;unknown;no;no;cellular;jul;thu;1;999;0;nonexistent;1.4;93.918;-42.7;4.968;5228.1
32987;54;management;married;high.school;unknown;no;no;cellular;may;mon;2;999;1;failure;-1.8;92.893;-46.2;1.299;5099.1
13987;32;technician;married;unknown;no;no;no;cellular;jul;fri;2;999;0;nonexistent;1.4;93.918;-42.7;4.963;5228.1
30965;32;technician;married;basic.9y;no;yes;no;cellular;may;tue;2;999;0;nonexistent;-1.8;92.893;-46.2;1.344;5099.1
24883;32;blue-collar;single;university.degree;unknown;yes;no;cellular;nov;tue;1;999;0;nonexistent;-0.1;93.2;-42.0;4.153;5195.8
8823;52;self-employed;married;basic.4y;unknown;no;no;telephone;jun;thu;1;999;0;nonexistent;1.4;94.465;-41.8;4.866;5228.1
34219;29;blue-collar;single;basic.9y;no;no;no;cellular;may;wed;2;999;1;failure;-1.8;92.893;-46.2;1.281;5099.1
4130;32;blue-collar;married;professional.course;no;yes;no;telephone;may;mon;2;999;0;nonexistent;1.1;93.994;-36.4;4.858;5191.0
15004;29;admin.;married;high.school;no;no;no;cellular;jul;thu;7;999;0;nonexistent;1.4;93.918;-42.7;4.958;5228.1
7223;25;services;single;high.school;no;no;no;telephone;may;thu;2;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0
5350;33;technician;married;professional.course;no;yes;no;telephone;may;fri;3;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
15992;28;admin.;single;high.school;no;no;no;cellular;jul;tue;14;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1
38083;53;technician;married;professional.course;no;no;no;cellular;sep;tue;1;999;1;failure;-3.4;92.379;-29.8;0.77;5017.5
7333;54;self-employed;married;professional.course;unknown;no;no;telephone;may;fri;1;999;0;nonexistent;1.1;93.994;-36.4;4.864;5191.0
17793;54;management;married;university.degree;no;yes;no;cellular;jul;tue;2;999;0;nonexistent;1.4;93.918;-42.7;4.961;5228.1
19563;41;technician;married;professional.course;no;yes;no;cellular;aug;thu;1;999;0;nonexistent;1.4;93.444;-36.1;4.968;5228.1
12070;36;blue-collar;single;basic.4y;no;yes;no;telephone;jun;fri;8;999;0;nonexistent;1.4;94.465;-41.8;4.947;5228.1
309;41;blue-collar;married;basic.4y;no;yes;no;telephone;may;mon;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0
8732;37;blue-collar;married;basic.4y;no;yes;no;telephone;jun;wed;2;999;0;nonexistent;1.4;94.465;-41.8;4.864;5228.1
4720;55;technician;married;basic.9y;unknown;yes;no;telephone;may;wed;2;999;0;nonexistent;1.1;93.994;-36.4;4.858;5191.0
8991;45;blue-collar;married;basic.6y;unknown;no;no;telephone;jun;thu;1;999;0;nonexistent;1.4;94.465;-41.8;4.866;5228.1
24264;48;management;married;university.degree;no;yes;no;cellular;nov;mon;1;4;1;success;-0.1;93.2;-42.0;4.191;5195.8
27983;49;admin.;married;basic.6y;no;yes;no;cellular;apr;wed;2;999;1;failure;-1.8;93.075;-47.1;1.498;5099.1
